CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4813030,Whitecourt,2012,Life Expectancy,Female,Years,82.53000
4813030,Whitecourt,2013,Life Expectancy,Female,Years,81.80000
4813030,Whitecourt,2014,Life Expectancy,Female,Years,81.27000
4813030,Whitecourt,2015,Life Expectancy,Female,Years,81.28000
4813030,Whitecourt,2016,Life Expectancy,Female,Years,81.40000
4813030,Whitecourt,2017,Life Expectancy,Female,Years,81.74000
4813030,Whitecourt,2018,Life Expectancy,Female,Years,82.53000
4813030,Whitecourt,2019,Life Expectancy,Female,Years,82.49000
4813030,Whitecourt,2020,Life Expectancy,Female,Years,82.13000
4813030,Whitecourt,2021,Life Expectancy,Female,Years,81.98000
4813030,Whitecourt,2022,Life Expectancy,Female,Years,82.46000
4813030,Whitecourt,2023,Life Expectancy,Female,Years,82.90000
4813030,Whitecourt,2011,Life Expectancy,Male,Years,77.10000
4813030,Whitecourt,2012,Life Expectancy,Male,Years,77.59000
4813030,Whitecourt,2013,Life Expectancy,Male,Years,78.06000
4813030,Whitecourt,2014,Life Expectancy,Male,Years,78.11000
4813030,Whitecourt,2015,Life Expectancy,Male,Years,78.19000
4813030,Whitecourt,2016,Life Expectancy,Male,Years,78.17000
4813030,Whitecourt,2017,Life Expectancy,Male,Years,78.64000
4813030,Whitecourt,2018,Life Expectancy,Male,Years,79.04000
4813030,Whitecourt,2019,Life Expectancy,Male,Years,79.18000
4813030,Whitecourt,2020,Life Expectancy,Male,Years,79.82000
4813030,Whitecourt,2021,Life Expectancy,Male,Years,79.08000
4813030,Whitecourt,2022,Life Expectancy,Male,Years,78.91000
4813030,Whitecourt,2023,Life Expectancy,Male,Years,78.41000
4813030,Whitecourt,2011,Life Expectancy,Both,Years,79.79000
4813030,Whitecourt,2012,Life Expectancy,Both,Years,80.11000
4813030,Whitecourt,2013,Life Expectancy,Both,Years,79.99000
4813030,Whitecourt,2014,Life Expectancy,Both,Years,79.70000
4813030,Whitecourt,2015,Life Expectancy,Both,Years,79.76000
4813030,Whitecourt,2016,Life Expectancy,Both,Years,79.78000
4813030,Whitecourt,2017,Life Expectancy,Both,Years,80.16000
4813030,Whitecourt,2018,Life Expectancy,Both,Years,80.78000
4813030,Whitecourt,2019,Life Expectancy,Both,Years,80.81000
4813030,Whitecourt,2020,Life Expectancy,Both,Years,80.91000
4813030,Whitecourt,2021,Life Expectancy,Both,Years,80.53000
4813030,Whitecourt,2022,Life Expectancy,Both,Years,80.63000
4813030,Whitecourt,2023,Life Expectancy,Both,Years,80.52000
4810002,Bashaw,2011,Life Expectancy,Female,Years,81.96000
4810002,Bashaw,2012,Life Expectancy,Female,Years,82.19000
4810002,Bashaw,2013,Life Expectancy,Female,Years,82.16000
4810002,Bashaw,2014,Life Expectancy,Female,Years,82.40000
4810002,Bashaw,2015,Life Expectancy,Female,Years,82.42000
4810002,Bashaw,2016,Life Expectancy,Female,Years,82.68000
4810002,Bashaw,2017,Life Expectancy,Female,Years,82.87000
4810002,Bashaw,2018,Life Expectancy,Female,Years,82.82000
4810002,Bashaw,2019,Life Expectancy,Female,Years,82.96000
4810002,Bashaw,2020,Life Expectancy,Female,Years,82.97000
4810002,Bashaw,2021,Life Expectancy,Female,Years,83.20000
4810002,Bashaw,2022,Life Expectancy,Female,Years,83.23000
4810002,Bashaw,2011,Life Expectancy,Male,Years,76.90000
4810002,Bashaw,2012,Life Expectancy,Male,Years,77.06000
4810002,Bashaw,2013,Life Expectancy,Male,Years,77.40000
4810002,Bashaw,2014,Life Expectancy,Male,Years,77.63000
4810002,Bashaw,2015,Life Expectancy,Male,Years,78.01000
4810002,Bashaw,2016,Life Expectancy,Male,Years,78.26000
4810002,Bashaw,2017,Life Expectancy,Male,Years,78.38000
4810002,Bashaw,2018,Life Expectancy,Male,Years,78.54000
4810002,Bashaw,2019,Life Expectancy,Male,Years,78.68000
4810002,Bashaw,2020,Life Expectancy,Male,Years,78.76000
4810002,Bashaw,2021,Life Expectancy,Male,Years,78.66000
4810002,Bashaw,2022,Life Expectancy,Male,Years,78.69000
4810002,Bashaw,2011,Life Expectancy,Both,Years,79.42000
4810002,Bashaw,2012,Life Expectancy,Both,Years,79.61000
4810002,Bashaw,2013,Life Expectancy,Both,Years,79.77000
4810002,Bashaw,2014,Life Expectancy,Both,Years,80.01000
4810002,Bashaw,2015,Life Expectancy,Both,Years,80.22000
4810002,Bashaw,2016,Life Expectancy,Both,Years,80.48000
4810002,Bashaw,2017,Life Expectancy,Both,Years,80.63000
4810002,Bashaw,2018,Life Expectancy,Both,Years,80.69000
4810002,Bashaw,2019,Life Expectancy,Both,Years,80.82000
4810002,Bashaw,2020,Life Expectancy,Both,Years,80.87000
4810002,Bashaw,2021,Life Expectancy,Both,Years,80.92000
4810002,Bashaw,2022,Life Expectancy,Both,Years,80.95000
4810003,Rosalind,2011,Life Expectancy,Female,Years,81.96000
4810003,Rosalind,2012,Life Expectancy,Female,Years,82.19000
4810003,Rosalind,2013,Life Expectancy,Female,Years,82.16000
4810003,Rosalind,2014,Life Expectancy,Female,Years,82.40000
4810003,Rosalind,2015,Life Expectancy,Female,Years,82.42000
4810003,Rosalind,2016,Life Expectancy,Female,Years,82.68000
4810003,Rosalind,2017,Life Expectancy,Female,Years,82.87000
4810003,Rosalind,2018,Life Expectancy,Female,Years,82.82000
4810003,Rosalind,2019,Life Expectancy,Female,Years,82.96000
4810003,Rosalind,2020,Life Expectancy,Female,Years,82.97000
4810003,Rosalind,2021,Life Expectancy,Female,Years,83.20000
4810003,Rosalind,2022,Life Expectancy,Female,Years,83.23000
4810003,Rosalind,2011,Life Expectancy,Male,Years,76.90000
4810003,Rosalind,2012,Life Expectancy,Male,Years,77.06000
4810003,Rosalind,2013,Life Expectancy,Male,Years,77.40000
4810003,Rosalind,2014,Life Expectancy,Male,Years,77.63000
4810003,Rosalind,2015,Life Expectancy,Male,Years,78.01000
4810003,Rosalind,2016,Life Expectancy,Male,Years,78.26000
4810003,Rosalind,2017,Life Expectancy,Male,Years,78.38000
4810003,Rosalind,2018,Life Expectancy,Male,Years,78.54000
4810003,Rosalind,2019,Life Expectancy,Male,Years,78.68000
4810003,Rosalind,2020,Life Expectancy,Male,Years,78.76000
4810003,Rosalind,2021,Life Expectancy,Male,Years,78.66000
4810003,Rosalind,2022,Life Expectancy,Male,Years,78.69000
4810003,Rosalind,2011,Life Expectancy,Both,Years,79.42000
4810003,Rosalind,2012,Life Expectancy,Both,Years,79.61000
4810003,Rosalind,2013,Life Expectancy,Both,Years,79.77000
4810003,Rosalind,2014,Life Expectancy,Both,Years,80.01000
4810003,Rosalind,2015,Life Expectancy,Both,Years,80.22000
4810003,Rosalind,2016,Life Expectancy,Both,Years,80.48000
4810003,Rosalind,2017,Life Expectancy,Both,Years,80.63000
4810003,Rosalind,2018,Life Expectancy,Both,Years,80.69000
4810003,Rosalind,2019,Life Expectancy,Both,Years,80.82000
4810003,Rosalind,2020,Life Expectancy,Both,Years,80.87000
4810003,Rosalind,2021,Life Expectancy,Both,Years,80.92000
4810003,Rosalind,2022,Life Expectancy,Both,Years,80.95000
4806019,Cochrane,2011,Life Expectancy,Female,Years,84.31724
4806019,Cochrane,2012,Life Expectancy,Female,Years,84.30825
4806019,Cochrane,2013,Life Expectancy,Female,Years,84.34716
4806019,Cochrane,2014,Life Expectancy,Female,Years,84.47024
4806019,Cochrane,2015,Life Expectancy,Female,Years,84.50655
4806019,Cochrane,2016,Life Expectancy,Female,Years,84.50996
4806019,Cochrane,2017,Life Expectancy,Female,Years,84.58772
4806019,Cochrane,2018,Life Expectancy,Female,Years,84.81089
4806019,Cochrane,2019,Life Expectancy,Female,Years,85.03585
4806019,Cochrane,2020,Life Expectancy,Female,Years,84.93608
4806019,Cochrane,2021,Life Expectancy,Female,Years,84.96080
4806019,Cochrane,2022,Life Expectancy,Female,Years,85.05688
4806019,Cochrane,2011,Life Expectancy,Male,Years,80.31745
4806019,Cochrane,2012,Life Expectancy,Male,Years,80.65627
4806019,Cochrane,2013,Life Expectancy,Male,Years,80.91642
4806019,Cochrane,2014,Life Expectancy,Male,Years,81.15256
4806019,Cochrane,2015,Life Expectancy,Male,Years,81.29260
4806019,Cochrane,2016,Life Expectancy,Male,Years,81.63161
4806019,Cochrane,2017,Life Expectancy,Male,Years,81.59214
4806019,Cochrane,2018,Life Expectancy,Male,Years,81.75897
4806019,Cochrane,2019,Life Expectancy,Male,Years,82.11500
4806019,Cochrane,2020,Life Expectancy,Male,Years,82.15920
4806019,Cochrane,2021,Life Expectancy,Male,Years,82.06875
4806019,Cochrane,2022,Life Expectancy,Male,Years,82.05450
4806019,Cochrane,2011,Life Expectancy,Both,Years,82.33643
4806019,Cochrane,2012,Life Expectancy,Both,Years,82.50169
4806019,Cochrane,2013,Life Expectancy,Both,Years,82.65154
4806019,Cochrane,2014,Life Expectancy,Both,Years,82.81509
4806019,Cochrane,2015,Life Expectancy,Both,Years,82.88470
4806019,Cochrane,2016,Life Expectancy,Both,Years,83.06907
4806019,Cochrane,2017,Life Expectancy,Both,Years,83.08434
4806019,Cochrane,2018,Life Expectancy,Both,Years,83.26052
4806019,Cochrane,2019,Life Expectancy,Both,Years,83.56046
4806019,Cochrane,2020,Life Expectancy,Both,Years,83.52351
4806019,Cochrane,2021,Life Expectancy,Both,Years,83.48503
4806019,Cochrane,2022,Life Expectancy,Both,Years,83.53608
4806021,Airdrie,2011,Life Expectancy,Female,Years,84.29000
4806021,Airdrie,2012,Life Expectancy,Female,Years,84.80000
4806021,Airdrie,2013,Life Expectancy,Female,Years,84.98000
4806021,Airdrie,2014,Life Expectancy,Female,Years,84.80000
4806021,Airdrie,2015,Life Expectancy,Female,Years,84.95000
4806021,Airdrie,2016,Life Expectancy,Female,Years,84.96000
4806021,Airdrie,2017,Life Expectancy,Female,Years,84.77000
4806021,Airdrie,2018,Life Expectancy,Female,Years,85.09000
4806021,Airdrie,2019,Life Expectancy,Female,Years,84.86000
4806021,Airdrie,2020,Life Expectancy,Female,Years,84.68000
4806021,Airdrie,2021,Life Expectancy,Female,Years,84.68000
4806021,Airdrie,2022,Life Expectancy,Female,Years,84.88000
4806021,Airdrie,2011,Life Expectancy,Male,Years,80.26000
4806021,Airdrie,2012,Life Expectancy,Male,Years,80.18000
4806021,Airdrie,2013,Life Expectancy,Male,Years,80.35000
4806021,Airdrie,2014,Life Expectancy,Male,Years,80.43000
4806021,Airdrie,2015,Life Expectancy,Male,Years,80.86000
4806021,Airdrie,2016,Life Expectancy,Male,Years,80.86000
4806021,Airdrie,2017,Life Expectancy,Male,Years,81.02000
4806021,Airdrie,2018,Life Expectancy,Male,Years,80.68000
4806021,Airdrie,2019,Life Expectancy,Male,Years,80.88000
4806021,Airdrie,2020,Life Expectancy,Male,Years,81.06000
4806021,Airdrie,2021,Life Expectancy,Male,Years,81.10000
4806021,Airdrie,2022,Life Expectancy,Male,Years,81.05000
4806021,Airdrie,2011,Life Expectancy,Both,Years,82.30000
4806021,Airdrie,2012,Life Expectancy,Both,Years,82.54000
4806021,Airdrie,2013,Life Expectancy,Both,Years,82.70000
4806021,Airdrie,2014,Life Expectancy,Both,Years,82.63000
4806021,Airdrie,2015,Life Expectancy,Both,Years,82.91000
4806021,Airdrie,2016,Life Expectancy,Both,Years,82.94000
4806021,Airdrie,2017,Life Expectancy,Both,Years,82.92000
4806021,Airdrie,2018,Life Expectancy,Both,Years,82.92000
4806021,Airdrie,2019,Life Expectancy,Both,Years,82.92000
4806021,Airdrie,2020,Life Expectancy,Both,Years,82.93000
4806021,Airdrie,2021,Life Expectancy,Both,Years,82.95000
4806021,Airdrie,2022,Life Expectancy,Both,Years,83.02000
4806022,Irricana,2011,Life Expectancy,Female,Years,83.49000
4806022,Irricana,2012,Life Expectancy,Female,Years,83.30000
4806022,Irricana,2013,Life Expectancy,Female,Years,83.10000
4806022,Irricana,2014,Life Expectancy,Female,Years,82.78000
4806022,Irricana,2015,Life Expectancy,Female,Years,82.75000
4806022,Irricana,2016,Life Expectancy,Female,Years,83.11000
4806022,Irricana,2017,Life Expectancy,Female,Years,83.46000
4806022,Irricana,2018,Life Expectancy,Female,Years,83.43000
4806022,Irricana,2019,Life Expectancy,Female,Years,83.22000
4806022,Irricana,2020,Life Expectancy,Female,Years,82.95000
4806022,Irricana,2021,Life Expectancy,Female,Years,83.60000
4806022,Irricana,2022,Life Expectancy,Female,Years,84.01000
4806022,Irricana,2023,Life Expectancy,Female,Years,83.95000
4806022,Irricana,2011,Life Expectancy,Male,Years,80.54000
4806022,Irricana,2012,Life Expectancy,Male,Years,80.68000
4806022,Irricana,2013,Life Expectancy,Male,Years,80.67000
4806022,Irricana,2014,Life Expectancy,Male,Years,80.65000
4806022,Irricana,2015,Life Expectancy,Male,Years,80.77000
4806022,Irricana,2016,Life Expectancy,Male,Years,80.42000
4806022,Irricana,2017,Life Expectancy,Male,Years,80.40000
4806022,Irricana,2018,Life Expectancy,Male,Years,80.51000
4806022,Irricana,2019,Life Expectancy,Male,Years,79.50000
4806022,Irricana,2020,Life Expectancy,Male,Years,79.44000
4806022,Irricana,2021,Life Expectancy,Male,Years,79.39000
4806022,Irricana,2022,Life Expectancy,Male,Years,79.48000
4806022,Irricana,2023,Life Expectancy,Male,Years,79.63000
4806022,Irricana,2011,Life Expectancy,Both,Years,81.90000
4806022,Irricana,2012,Life Expectancy,Both,Years,81.93000
4806022,Irricana,2013,Life Expectancy,Both,Years,81.81000
4806022,Irricana,2014,Life Expectancy,Both,Years,81.67000
4806022,Irricana,2015,Life Expectancy,Both,Years,81.76000
4806022,Irricana,2016,Life Expectancy,Both,Years,81.75000
4806022,Irricana,2017,Life Expectancy,Both,Years,81.89000
4806022,Irricana,2018,Life Expectancy,Both,Years,81.92000
4806022,Irricana,2019,Life Expectancy,Both,Years,81.27000
4806022,Irricana,2020,Life Expectancy,Both,Years,81.13000
4806022,Irricana,2021,Life Expectancy,Both,Years,81.37000
4806022,Irricana,2022,Life Expectancy,Both,Years,81.61000
4806022,Irricana,2023,Life Expectancy,Both,Years,81.66000
4806024,Beiseker,2011,Life Expectancy,Female,Years,83.49000
4806024,Beiseker,2012,Life Expectancy,Female,Years,83.30000
4806024,Beiseker,2013,Life Expectancy,Female,Years,83.10000
4806024,Beiseker,2014,Life Expectancy,Female,Years,82.78000
4806024,Beiseker,2015,Life Expectancy,Female,Years,82.75000
4806024,Beiseker,2016,Life Expectancy,Female,Years,83.11000
4806024,Beiseker,2017,Life Expectancy,Female,Years,83.46000
4806024,Beiseker,2018,Life Expectancy,Female,Years,83.43000
4806024,Beiseker,2019,Life Expectancy,Female,Years,83.22000
4806024,Beiseker,2020,Life Expectancy,Female,Years,82.95000
4806024,Beiseker,2021,Life Expectancy,Female,Years,83.60000
4806024,Beiseker,2022,Life Expectancy,Female,Years,84.01000
4806024,Beiseker,2011,Life Expectancy,Male,Years,80.54000
4806024,Beiseker,2012,Life Expectancy,Male,Years,80.68000
4806024,Beiseker,2013,Life Expectancy,Male,Years,80.67000
4806024,Beiseker,2014,Life Expectancy,Male,Years,80.65000
4806024,Beiseker,2015,Life Expectancy,Male,Years,80.77000
4806024,Beiseker,2016,Life Expectancy,Male,Years,80.42000
4806024,Beiseker,2017,Life Expectancy,Male,Years,80.40000
4806024,Beiseker,2018,Life Expectancy,Male,Years,80.51000
4806024,Beiseker,2019,Life Expectancy,Male,Years,79.50000
4806024,Beiseker,2020,Life Expectancy,Male,Years,79.44000
4806024,Beiseker,2021,Life Expectancy,Male,Years,79.39000
4806024,Beiseker,2022,Life Expectancy,Male,Years,79.48000
4806024,Beiseker,2011,Life Expectancy,Both,Years,81.90000
4806024,Beiseker,2012,Life Expectancy,Both,Years,81.93000
4806024,Beiseker,2013,Life Expectancy,Both,Years,81.81000
4806024,Beiseker,2014,Life Expectancy,Both,Years,81.67000
4806024,Beiseker,2015,Life Expectancy,Both,Years,81.76000
4806024,Beiseker,2016,Life Expectancy,Both,Years,81.75000
4806024,Beiseker,2017,Life Expectancy,Both,Years,81.89000
4806024,Beiseker,2018,Life Expectancy,Both,Years,81.92000
4806024,Beiseker,2019,Life Expectancy,Both,Years,81.27000
4806024,Beiseker,2020,Life Expectancy,Both,Years,81.13000
4806024,Beiseker,2021,Life Expectancy,Both,Years,81.37000
4806024,Beiseker,2022,Life Expectancy,Both,Years,81.61000
4806026,Crossfield,2011,Life Expectancy,Female,Years,83.49000
4806026,Crossfield,2012,Life Expectancy,Female,Years,83.30000
4806026,Crossfield,2013,Life Expectancy,Female,Years,83.10000
4806026,Crossfield,2014,Life Expectancy,Female,Years,82.78000
4806026,Crossfield,2015,Life Expectancy,Female,Years,82.75000
4806026,Crossfield,2016,Life Expectancy,Female,Years,83.11000
4806026,Crossfield,2017,Life Expectancy,Female,Years,83.46000
4806026,Crossfield,2018,Life Expectancy,Female,Years,83.43000
4806026,Crossfield,2019,Life Expectancy,Female,Years,83.22000
4806026,Crossfield,2020,Life Expectancy,Female,Years,82.95000
4806026,Crossfield,2021,Life Expectancy,Female,Years,83.60000
4806026,Crossfield,2022,Life Expectancy,Female,Years,84.01000
4806026,Crossfield,2011,Life Expectancy,Male,Years,80.54000
4806026,Crossfield,2012,Life Expectancy,Male,Years,80.68000
4806026,Crossfield,2013,Life Expectancy,Male,Years,80.67000
4806026,Crossfield,2014,Life Expectancy,Male,Years,80.65000
4806026,Crossfield,2015,Life Expectancy,Male,Years,80.77000
4806026,Crossfield,2016,Life Expectancy,Male,Years,80.42000
4806026,Crossfield,2017,Life Expectancy,Male,Years,80.40000
4806026,Crossfield,2018,Life Expectancy,Male,Years,80.51000
4806026,Crossfield,2019,Life Expectancy,Male,Years,79.50000
4806026,Crossfield,2020,Life Expectancy,Male,Years,79.44000
4806026,Crossfield,2021,Life Expectancy,Male,Years,79.39000
4806026,Crossfield,2022,Life Expectancy,Male,Years,79.48000
4806026,Crossfield,2011,Life Expectancy,Both,Years,81.90000
4806026,Crossfield,2012,Life Expectancy,Both,Years,81.93000
4806026,Crossfield,2013,Life Expectancy,Both,Years,81.81000
4806026,Crossfield,2014,Life Expectancy,Both,Years,81.67000
4806026,Crossfield,2015,Life Expectancy,Both,Years,81.76000
4806026,Crossfield,2016,Life Expectancy,Both,Years,81.75000
4806026,Crossfield,2017,Life Expectancy,Both,Years,81.89000
4806026,Crossfield,2018,Life Expectancy,Both,Years,81.92000
4806026,Crossfield,2019,Life Expectancy,Both,Years,81.27000
4806026,Crossfield,2020,Life Expectancy,Both,Years,81.13000
4806026,Crossfield,2021,Life Expectancy,Both,Years,81.37000
4806026,Crossfield,2022,Life Expectancy,Both,Years,81.61000
4813028,Westlock County,2011,Life Expectancy,Female,Years,81.90582
4813028,Westlock County,2012,Life Expectancy,Female,Years,82.26808
4813028,Westlock County,2013,Life Expectancy,Female,Years,82.18933
4813028,Westlock County,2014,Life Expectancy,Female,Years,82.29228
4813028,Westlock County,2015,Life Expectancy,Female,Years,82.31940
4813028,Westlock County,2016,Life Expectancy,Female,Years,82.45536
4813028,Westlock County,2017,Life Expectancy,Female,Years,82.69862
4813028,Westlock County,2018,Life Expectancy,Female,Years,82.92665
4813028,Westlock County,2019,Life Expectancy,Female,Years,82.81962
4813028,Westlock County,2020,Life Expectancy,Female,Years,82.64666
4813028,Westlock County,2021,Life Expectancy,Female,Years,82.64093
4813028,Westlock County,2022,Life Expectancy,Female,Years,82.46418
4813028,Westlock County,2011,Life Expectancy,Male,Years,76.31570
4813028,Westlock County,2012,Life Expectancy,Male,Years,76.51226
4813028,Westlock County,2013,Life Expectancy,Male,Years,76.89144
4813028,Westlock County,2014,Life Expectancy,Male,Years,77.24342
4813028,Westlock County,2015,Life Expectancy,Male,Years,77.45105
4813028,Westlock County,2016,Life Expectancy,Male,Years,77.54852
4813028,Westlock County,2017,Life Expectancy,Male,Years,78.03069
4813028,Westlock County,2018,Life Expectancy,Male,Years,78.15637
4813028,Westlock County,2019,Life Expectancy,Male,Years,78.32016
4813028,Westlock County,2020,Life Expectancy,Male,Years,78.15073
